TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2006,11,24,13,0,17XX TRAFALGAR ST,Kitsilano,488031.2305,5457562.2975
Mischief,2003,10,26,6,15,17XX TRAFALGAR ST,Kitsilano,488040.8683,5457593.7135
Mischief,2006,11,24,16,0,17XX TRAFALGAR ST,Kitsilano,488040.8683,5457593.7135
Mischief,2019,4,26,16,0,17XX VINE ST,Kitsilano,488553.3334,5457577.0668
Mischief,2005,1,2,11,0,17XX WATERLOO ST,Kitsilano,486937.2034,5457561.5842
Mischief,2020,9,27,2,0,17XX WATERLOO ST,Kitsilano,486938.3604,5457593.6225
Mischief,2005,6,29,17,0,17XX WATERLOO ST,Kitsilano,486939.209,5457617.1269
Mischief,2017,8,11,11,58,17XX WATERLOO ST,Kitsilano,486939.209,5457617.1269
Mischief,2012,12,25,18,0,17XX WHYTE AVE,Kitsilano,489544.817,5458047.2705
Mischief,2015,3,27,14,0,17XX WHYTE AVE,Kitsilano,489544.817,5458047.2705
Mischief,2020,11,21,22,0,18XX ARBUTUS ST,Kitsilano,488885.2803,5457416.9894
Mischief,2015,4,30,17,0,18XX ARBUTUS ST,Kitsilano,488894.4559,5457417.9619
Mischief,2007,7,31,23,35,18XX ARBUTUS ST,Kitsilano,488895.9507,5457469.719
Mischief,2012,2,5,20,0,18XX ARBUTUS ST,Kitsilano,488895.9507,5457469.719
Mischief,2018,9,14,16,50,18XX BALACLAVA ST,Kitsilano,487364.3364,5457465.4496
Mischief,2020,12,16,17,0,18XX BALACLAVA ST,Kitsilano,487365.2889,5457507.9221
Mischief,2020,1,10,22,0,18XX BALSAM ST,Kitsilano,488369.7944,5457431.0771
Mischief,2007,7,1,23,32,18XX BALSAM ST,Kitsilano,488380.1537,5457479.7154
Mischief,2005,5,15,18,0,18XX BAYSWATER ST,Kitsilano,487562.8923,5457506.7381
Mischief,2016,10,4,22,0,18XX BLENHEIM ST,Kitsilano,487072.4675,5457515.3812
Mischief,2020,11,2,9,18,18XX BURRARD ST,Kitsilano,489404.8942,5457403.761
Mischief,2005,9,20,12,40,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2006,10,22,21,0,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2007,3,31,9,3,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2009,4,29,11,24,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2017,4,30,22,56,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2019,6,11,10,0,18XX BURRARD ST,Kitsilano,489404.8947,5457403.7657
Mischief,2022,2,23,12,12,18XX BURRARD ST,Kitsilano,489405.8361,5457438.813
Mischief,2010,8,24,17,30,18XX BURRARD ST,Kitsilano,489406.0549,5457446.9722
Mischief,2010,9,12,17,0,18XX BURRARD ST,Kitsilano,489406.0549,5457446.9722
Mischief,2014,3,12,20,22,18XX BURRARD ST,Kitsilano,489406.0549,5457446.9722
Mischief,2018,5,3,19,44,18XX BURRARD ST,Kitsilano,489406.0549,5457446.9722
Mischief,2022,12,31,22,0,18XX COLLINGWOOD ST,Kitsilano,486790.638,5457524.1162
Mischief,2022,7,22,23,15,18XX CORNWALL AVE,Kitsilano,489254.7123,5457761.2442
Mischief,2005,12,31,17,45,18XX CORNWALL AVE,Kitsilano,489261.789,5457761.0502
Mischief,2005,12,10,0,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2013,3,12,7,30,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2015,5,27,1,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2015,8,15,12,13,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2016,3,6,0,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2019,10,18,8,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2019,12,4,8,0,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2021,8,4,19,11,18XX CORNWALL AVE,Kitsilano,489305.8963,5457750.6937
Mischief,2021,11,25,7,0,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Mischief,2022,3,17,15,30,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Mischief,2022,3,21,22,32,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Mischief,2023,7,4,20,20,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Mischief,2023,7,28,9,0,18XX CORNWALL AVE,Kitsilano,489306.8295,5457750.668
Mischief,2005,2,4,20,47,18XX CORNWALL AVE,Kitsilano,489319.5676,5457750.3188
Mischief,2008,12,10,5,50,18XX CORNWALL AVE,Kitsilano,489319.5676,5457750.3188
Mischief,2019,1,24,7,15,18XX CORNWALL AVE,Kitsilano,489319.5676,5457750.3188
Mischief,2010,3,18,1,34,18XX CREELMAN AVE,Kitsilano,489304.1879,5457980.1136
Mischief,2016,2,18,8,0,18XX CREELMAN AVE,Kitsilano,489338.1414,5457969.5548
Mischief,2013,5,30,9,0,18XX CREELMAN AVE,Kitsilano,489342.3684,5457978.7334
Mischief,2003,12,12,18,0,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2007,3,29,19,0,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2010,10,3,13,15,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2018,7,24,22,0,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2019,8,30,0,0,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2023,5,26,16,0,18XX CREELMAN AVE,Kitsilano,489358.1141,5457969.0142
Mischief,2007,5,7,3,30,18XX CYPRESS ST,Kitsilano,489232.7727,5457366.8993
Mischief,2013,2,3,21,0,18XX CYPRESS ST,Kitsilano,489244.7217,5457460.632
Mischief,2012,12,21,20,0,18XX DUNBAR ST,Kitsilano,486650.8494,5457527.8517
Mischief,2003,6,19,13,30,18XX GREER AVE,Kitsilano,489272.6809,5457869.0586
Mischief,2010,3,11,7,57,18XX GREER AVE,Kitsilano,489272.6809,5457869.0586
Mischief,2013,4,26,15,0,18XX GREER AVE,Kitsilano,489272.6809,5457869.0586
Mischief,2023,7,31,14,0,18XX GREER AVE,Kitsilano,489272.6809,5457869.0586
Mischief,2004,3,1,9,4,18XX GREER AVE,Kitsilano,489294.5429,5457878.9704
Mischief,2005,4,30,23,0,18XX GREER AVE,Kitsilano,489302.6085,5457879.2516
Mischief,2003,10,21,18,24,18XX GREER AVE,Kitsilano,489341.2389,5457871.4488
Mischief,2004,7,14,20,0,18XX GREER AVE,Kitsilano,489341.2389,5457871.4488
Mischief,2023,3,20,7,10,18XX GREER AVE,Kitsilano,489351.0039,5457880.9409
Mischief,2004,9,1,22,0,18XX GREER AVE,Kitsilano,489353.3374,5457871.8706
Mischief,2017,12,6,0,16,18XX GREER AVE,Kitsilano,489353.3374,5457871.8706
Mischief,2018,9,4,20,0,18XX GREER AVE,Kitsilano,489353.3374,5457871.8706
Mischief,2003,11,1,1,0,18XX LARCH ST,Kitsilano,488194.6641,5457443.615
Mischief,2008,12,9,23,0,18XX LARCH ST,Kitsilano,488195.7566,5457484.1152
Mischief,2007,8,1,18,0,18XX LARCH ST,Kitsilano,488205.0014,5457487.7258
Mischief,2008,5,23,23,45,18XX MACDONALD ST,Kitsilano,487755.8114,5457417.5598
Mischief,2018,7,8,0,0,18XX MACDONALD ST,Kitsilano,487757.9363,5457495.9181
Mischief,2019,10,10,20,0,18XX MACDONALD ST,Kitsilano,487757.9363,5457495.9181
Mischief,2004,8,7,20,43,18XX MACDONALD ST,Kitsilano,487767.1288,5457497.5814
Mischief,2005,8,20,0,22,18XX MACDONALD ST,Kitsilano,487767.1288,5457497.5814
Mischief,2006,8,30,18,30,18XX MACDONALD ST,Kitsilano,487767.1288,5457497.5814
Mischief,2018,6,30,12,0,18XX MACDONALD ST,Kitsilano,487767.1288,5457497.5814
Mischief,2021,9,28,17,0,18XX MAPLE ST,Kitsilano,489057.5638,5457394.3271
Mischief,2007,8,4,21,0,18XX MAPLE ST,Kitsilano,489057.5691,5457395.9791
Mischief,2016,8,18,23,43,18XX MAPLE ST,Kitsilano,489066.6742,5457383.4511
Mischief,2003,4,12,18,0,18XX MAPLE ST,Kitsilano,489066.8631,5457444.163
Mischief,2013,7,9,18,0,18XX MAPLE ST,Kitsilano,489066.8631,5457444.163
Mischief,2005,9,23,15,0,18XX MAPLE ST,Kitsilano,489066.9187,5457462.0194
Mischief,2012,9,3,15,0,18XX MCNICOLL AVE,Kitsilano,489323.0159,5458165.9064
Mischief,2016,6,11,20,0,18XX MCNICOLL AVE,Kitsilano,489323.7155,5458165.4642
Mischief,2018,1,25,22,30,18XX MCNICOLL AVE,Kitsilano,489333.0965,5458165.5226
Mischief,2019,3,24,19,0,18XX MCNICOLL AVE,Kitsilano,489333.0965,5458165.5226
Mischief,2020,5,11,21,0,18XX MCNICOLL AVE,Kitsilano,489361.3225,5458164.4479
Mischief,2019,4,22,14,0,18XX OGDEN AVE,Kitsilano,489365.091,5458230.3604
Mischief,2004,9,18,22,20,18XX STEPHENS ST,Kitsilano,487896.5776,5457450.3253
Mischief,2012,11,24,21,30,18XX STEPHENS ST,Kitsilano,487906.0698,5457465.3447
Mischief,2006,8,24,19,0,18XX STEPHENS ST,Kitsilano,487906.7272,5457493.9008
Mischief,2009,9,24,20,0,18XX STEPHENS ST,Kitsilano,487906.7272,5457493.9008
Mischief,2006,10,13,21,41,18XX TRAFALGAR ST,Kitsilano,488028.5286,5457437.7605
Mischief,2016,5,23,10,18,18XX TRAFALGAR ST,Kitsilano,488028.6369,5457441.4787
Mischief,2014,11,22,23,59,18XX TRAFALGAR ST,Kitsilano,488029.747,5457479.6697
Mischief,2007,7,3,5,29,18XX TRAFALGAR ST,Kitsilano,488039.1515,5457488.4971
Mischief,2019,1,20,8,43,18XX TRAFALGAR ST,Kitsilano,488039.1515,5457488.4971
Mischief,2009,7,9,19,20,18XX TRUTCH ST,Kitsilano,487213.3454,5457442.8921
Mischief,2008,6,7,9,0,18XX TRUTCH ST,Kitsilano,487222.8083,5457468.466
Mischief,2016,5,19,23,52,18XX TRUTCH ST,Kitsilano,487223.3399,5457511.2029
Mischief,2012,12,8,0,30,18XX VINE ST,Kitsilano,488540.5744,5457425.8476
Mischief,2006,2,15,6,30,18XX VINE ST,Kitsilano,488549.9693,5457436.231
Mischief,2014,9,24,17,0,18XX VINE ST,Kitsilano,488550.2123,5457446.4072
Mischief,2011,3,7,20,0,18XX VINE ST,Kitsilano,488550.9845,5457478.7031
Mischief,2005,7,13,19,4,18XX W 10TH AVE,Kitsilano,489297.7476,5456682.3785
Mischief,2019,10,31,18,0,18XX W 10TH AVE,Kitsilano,489314.0285,5456681.9512
Mischief,2009,5,9,17,55,18XX W 10TH AVE,Kitsilano,489351.6604,5456671.8168
Mischief,2012,7,29,22,0,18XX W 10TH AVE,Kitsilano,489383.5148,5456670.981
Mischief,2023,5,23,12,58,18XX W 10TH AVE,Kitsilano,489383.5148,5456670.981
Mischief,2023,8,11,15,26,18XX W 10TH AVE,Kitsilano,489383.5148,5456670.981
Mischief,2006,4,24,14,0,18XX W 11TH AVE,Kitsilano,489271.5146,5456580.5282
Mischief,2010,10,31,0,45,18XX W 11TH AVE,Kitsilano,489274.8435,5456580.439
Mischief,2007,2,11,19,0,18XX W 11TH AVE,Kitsilano,489288.1591,5456580.0821
Mischief,2003,4,17,18,0,18XX W 11TH AVE,Kitsilano,489354.737,5456578.2979
Mischief,2020,10,26,16,30,18XX W 11TH AVE,Kitsilano,489358.0659,5456578.2087
Mischief,2016,5,20,22,30,18XX W 11TH AVE,Kitsilano,489371.1365,5456568.7112
Mischief,2016,1,5,9,0,18XX W 11TH AVE,Kitsilano,489380.9814,5456568.4471
Mischief,2013,7,22,8,30,18XX W 12TH AVE,Kitsilano,489271.7048,5456472.5116
Mischief,2018,11,17,15,0,18XX W 12TH AVE,Kitsilano,489276.3177,5456481.5455
Mischief,2008,8,3,3,25,18XX W 12TH AVE,Kitsilano,489291.6693,5456472.0236
Mischief,2011,12,10,18,0,18XX W 12TH AVE,Kitsilano,489292.2469,5456481.1562
Mischief,2011,8,2,20,0,18XX W 12TH AVE,Kitsilano,489338.4766,5456480.0263
Mischief,2018,3,10,0,0,18XX W 12TH AVE,Kitsilano,489338.4766,5456480.0263
Mischief,2019,9,4,0,0,18XX W 12TH AVE,Kitsilano,489354.8903,5456470.4784
Mischief,2008,8,10,10,44,18XX W 12TH AVE,Kitsilano,489355.9637,5456479.5989
Mischief,2012,8,6,17,30,18XX W 12TH AVE,Kitsilano,489355.9637,5456479.5989
Mischief,2017,4,8,14,58,18XX W 12TH AVE,Kitsilano,489355.9637,5456479.5989
Mischief,2008,8,23,3,18,18XX W 12TH AVE,Kitsilano,489381.5097,5456469.8278
Mischief,2009,7,24,19,0,18XX W 13TH AVE,Kitsilano,489222.2219,5456361.7658
Mischief,2022,4,23,0,0,18XX W 13TH AVE,Kitsilano,489352.0059,5456359.118
Mischief,2008,9,18,12,20,18XX W 13TH AVE,Kitsilano,489378.6282,5456358.5748
Mischief,2008,10,2,11,12,18XX W 13TH AVE,Kitsilano,489378.6282,5456358.5748
Mischief,2011,8,17,17,0,18XX W 13TH AVE,Kitsilano,489378.6282,5456358.5748
Mischief,2018,2,8,23,0,18XX W 14TH AVE,Kitsilano,489249.0352,5456272.8632
Mischief,2022,3,19,2,0,18XX W 14TH AVE,Kitsilano,489269.1092,5456272.2445
Mischief,2013,4,6,0,0,18XX W 14TH AVE,Kitsilano,489298.9385,5456262.1768
Mischief,2007,8,26,8,0,18XX W 14TH AVE,Kitsilano,489366.1336,5456269.2541
Mischief,2017,8,17,18,30,18XX W 15TH AVE,Kitsilano,489232.6969,5456156.2319
Mischief,2015,11,13,20,30,18XX W 15TH AVE,Kitsilano,489248.6298,5456155.9334
Mischief,2007,10,15,18,0,18XX W 15TH AVE,Kitsilano,489260.0308,5456155.7197
Mischief,2014,10,5,17,0,18XX W 15TH AVE,Kitsilano,489290.0556,5456155.1573
Mischief,2018,1,8,20,24,18XX W 15TH AVE,Kitsilano,489306.6257,5456154.8466
Mischief,2021,7,3,17,30,18XX W 15TH AVE,Kitsilano,489326.595,5456154.4725
Mischief,2005,9,23,17,0,18XX W 15TH AVE,Kitsilano,489360.1606,5456153.8439
Mischief,2003,6,20,23,30,18XX W 15TH AVE,Kitsilano,489369.7204,5456153.6648
Mischief,2007,3,21,0,0,18XX W 15TH AVE,Kitsilano,489369.7204,5456153.6648
Mischief,2017,12,21,23,0,18XX W 15TH AVE,Kitsilano,489369.7204,5456153.6648
Mischief,2007,7,7,19,0,18XX W 15TH AVE,Kitsilano,489370.033,5456162.8042
Mischief,2007,7,9,14,40,18XX W 15TH AVE,Kitsilano,489370.033,5456162.8042
Mischief,2022,9,10,23,0,18XX W 16TH AVE,Kitsilano,489232.4857,5456064.866
Mischief,2004,4,16,5,30,18XX W 16TH AVE,Kitsilano,489234.9717,5456064.794
Mischief,2013,5,10,15,14,18XX W 16TH AVE,Kitsilano,489299.2483,5456062.9234
Mischief,2019,9,11,11,0,18XX W 16TH AVE,Kitsilano,489355.9965,5456061.2722
Mischief,2021,2,25,2,19,18XX W 1ST AVE,Kitsilano,489287.8542,5457554.1756
Mischief,2013,7,14,13,40,18XX W 1ST AVE,Kitsilano,489322.2112,5457553.299
Mischief,2003,7,11,15,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2011,8,14,20,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2016,1,16,9,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2018,10,1,8,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2019,4,28,17,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2021,5,7,18,0,18XX W 1ST AVE,Kitsilano,489322.4443,5457562.4401
Mischief,2013,11,15,7,0,18XX W 1ST AVE,Kitsilano,489329.1565,5457553.1219
Mischief,2020,1,28,19,57,18XX W 1ST AVE,Kitsilano,489343.047,5457552.7677
Mischief,2023,5,7,2,23,18XX W 1ST AVE,Kitsilano,489368.2814,5457552.0899
Mischief,2023,9,24,18,30,18XX W 1ST AVE,Kitsilano,489391.7001,5457560.5969
Mischief,2010,2,1,11,55,18XX W 1ST AVE,Kitsilano,489394.7599,5457551.3658
Mischief,2022,12,17,16,0,18XX W 1ST AVE,Kitsilano,489394.7599,5457551.3658
Mischief,2010,11,12,3,0,18XX W 1ST AVE,Kitsilano,489401.3796,5457551.1848
Mischief,2016,7,28,18,0,18XX W 1ST AVE,Kitsilano,489401.3796,5457551.1848
Mischief,2006,8,15,14,14,18XX W 1ST AVE,Kitsilano,489404.9394,5457560.2349
Mischief,2021,4,10,12,0,18XX W 1ST AVE,Kitsilano,489404.9394,5457560.2349
Mischief,2010,6,15,20,0,18XX W 1ST AVE,Kitsilano,489407.1927,5457560.1732
Mischief,2014,10,22,0,34,18XX W 2ND AVE,Kitsilano,489276.8136,5457456.6019
Mischief,2012,6,26,23,11,18XX W 2ND AVE,Kitsilano,489307.4012,5457455.6839
Mischief,2004,12,25,2,24,18XX W 2ND AVE,Kitsilano,489317.8481,5457464.5186
Mischief,2012,10,23,15,37,18XX W 2ND AVE,Kitsilano,489317.8481,5457464.5186
Mischief,2015,5,15,18,0,18XX W 2ND AVE,Kitsilano,489317.8481,5457464.5186
Mischief,2017,4,28,21,0,18XX W 2ND AVE,Kitsilano,489317.8481,5457464.5186
Mischief,2023,10,11,21,0,18XX W 2ND AVE,Kitsilano,489323.7784,5457455.1936
Mischief,2009,5,20,18,0,18XX W 2ND AVE,Kitsilano,489353.2478,5457454.3082
Mischief,2010,7,24,2,2,18XX W 2ND AVE,Kitsilano,489369.6216,5457453.8168
Mischief,2019,9,17,3,47,18XX W 2ND AVE,Kitsilano,489402.2296,5457452.8383
Mischief,2003,1,26,21,30,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2003,9,9,16,30,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2004,7,13,1,26,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2008,6,7,19,0,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2016,1,13,17,20,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2018,3,9,7,32,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2019,7,5,17,0,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2019,9,5,18,0,18XX W 2ND AVE,Kitsilano,489405.644,5457452.7359
Mischief,2014,2,17,22,30,18XX W 3RD AVE,Kitsilano,489249.1561,5457369.5042
Mischief,2018,5,30,5,37,18XX W 3RD AVE,Kitsilano,489258.6623,5457360.0074
Mischief,2003,9,22,18,0,18XX W 3RD AVE,Kitsilano,489295.0733,5457367.8296
Mischief,2016,6,4,22,0,18XX W 3RD AVE,Kitsilano,489295.0733,5457367.8296
Mischief,2004,6,5,8,30,18XX W 3RD AVE,Kitsilano,489324.1885,5457357.618
Mischief,2004,6,6,8,30,18XX W 3RD AVE,Kitsilano,489324.1885,5457357.618
Mischief,2007,2,16,3,1,18XX W 3RD AVE,Kitsilano,489324.1885,5457357.618
Mischief,2020,11,20,19,0,18XX W 3RD AVE,Kitsilano,489324.1885,5457357.618
Mischief,2021,9,19,14,0,18XX W 3RD AVE,Kitsilano,489324.1885,5457357.618
Mischief,2007,2,12,0,0,18XX W 3RD AVE,Kitsilano,489359.0642,5457365.4962
Mischief,2005,6,24,10,21,18XX W 3RD AVE,Kitsilano,489370.1755,5457355.9405
Mischief,2011,4,29,0,0,18XX W 3RD AVE,Kitsilano,489370.1755,5457355.9405
Mischief,2019,1,23,16,37,18XX W 3RD AVE,Kitsilano,489370.1755,5457355.9405
Mischief,2019,10,31,2,30,18XX W 3RD AVE,Kitsilano,489370.1755,5457355.9405
Mischief,2013,3,13,17,30,18XX W 3RD AVE,Kitsilano,489386.993,5457355.3276
Mischief,2014,4,12,17,40,18XX W 3RD AVE,Kitsilano,489386.993,5457355.3276
Mischief,2016,2,2,14,40,18XX W 3RD AVE,Kitsilano,489386.993,5457355.3276
Mischief,2006,5,31,18,48,18XX W 3RD AVE,Kitsilano,489402.9735,5457354.7444
Mischief,2019,9,10,17,30,18XX W 4TH AVE,Kitsilano,489246.237,5457259.4321
Mischief,2016,8,31,13,7,18XX W 4TH AVE,Kitsilano,489262.7983,5457268.1217
Mischief,2022,6,2,19,59,18XX W 4TH AVE,Kitsilano,489262.7983,5457268.1217
Mischief,2011,6,1,17,25,18XX W 4TH AVE,Kitsilano,489283.9653,5457267.5369
Mischief,2004,1,4,5,0,18XX W 4TH AVE,Kitsilano,489293.3342,5457267.2779
Mischief,2011,3,19,9,34,18XX W 4TH AVE,Kitsilano,489295.1633,5457258.0799
Mischief,2005,12,26,4,15,18XX W 4TH AVE,Kitsilano,489308.6964,5457257.7059
Mischief,2015,8,18,23,3,18XX W 4TH AVE,Kitsilano,489308.6964,5457257.7059
Mischief,2016,4,28,1,20,18XX W 4TH AVE,Kitsilano,489308.6964,5457257.7059
Mischief,2004,12,24,17,0,18XX W 4TH AVE,Kitsilano,489308.949,5457266.8464
Mischief,2021,4,22,23,0,18XX W 4TH AVE,Kitsilano,489318.0653,5457257.4469
Mischief,2016,8,8,9,30,18XX W 4TH AVE,Kitsilano,489330.8098,5457266.2422
Mischief,2017,11,9,18,30,18XX W 4TH AVE,Kitsilano,489330.8098,5457266.2422
Mischief,2017,1,26,11,51,18XX W 4TH AVE,Kitsilano,489344.0899,5457256.7279
Mischief,2004,2,9,21,53,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598
Mischief,2005,5,29,20,4,18XX W 4TH AVE,Kitsilano,489361.7869,5457256.2386
Mischief,2016,6,13,23,0,18XX W 4TH AVE,Kitsilano,489361.7869,5457256.2386
Mischief,2019,2,24,1,30,18XX W 4TH AVE,Kitsilano,489366.9223,5457256.0969
Mischief,2010,11,6,17,0,18XX W 4TH AVE,Kitsilano,489376.9602,5457264.9671
Mischief,2015,10,14,18,0,18XX W 4TH AVE,Kitsilano,489380.222,5457264.877
Mischief,2009,8,30,19,18,18XX W 4TH AVE,Kitsilano,489393.0164,5457255.3759
Mischief,2019,11,1,4,0,18XX W 4TH AVE,Kitsilano,489393.0164,5457255.3759
Mischief,2007,11,23,18,0,18XX W 4TH AVE,Kitsilano,489396.1395,5457255.2892
Mischief,2008,5,19,2,33,18XX W 4TH AVE,Kitsilano,489396.1395,5457255.2892
Mischief,2013,6,3,18,58,18XX W 4TH AVE,Kitsilano,489396.1395,5457255.2892
Mischief,2019,9,9,20,24,18XX W 4TH AVE,Kitsilano,489396.1395,5457255.2892
Mischief,2021,2,6,13,50,18XX W 4TH AVE,Kitsilano,489396.1395,5457255.2892
Mischief,2022,10,19,18,19,18XX W 4TH AVE,Kitsilano,489399.54,5457255.1956
Mischief,2020,8,30,22,31,18XX W 5TH AVE,Kitsilano,489275.9582,5457173.0058
Mischief,2006,2,8,8,50,18XX W 5TH AVE,Kitsilano,489276.0734,5457173.6433
Mischief,2006,4,22,18,0,18XX W 5TH AVE,Kitsilano,489276.0734,5457173.6433
Mischief,2009,6,12,9,15,18XX W 5TH AVE,Kitsilano,489276.0734,5457173.6433
Mischief,2019,5,3,15,30,18XX W 5TH AVE,Kitsilano,489276.0734,5457173.6433
Mischief,2023,9,15,23,0,18XX W 5TH AVE,Kitsilano,489276.0734,5457173.6433
Mischief,2013,6,12,20,0,18XX W 5TH AVE,Kitsilano,489288.3097,5457163.5006
Mischief,2019,10,4,6,2,18XX W 5TH AVE,Kitsilano,489288.3097,5457163.5006
Mischief,2009,6,4,14,0,18XX W 5TH AVE,Kitsilano,489304.0798,5457163.0442
Mischief,2019,2,4,20,8,18XX W 5TH AVE,Kitsilano,489304.0798,5457163.0442
Mischief,2004,7,15,15,0,18XX W 5TH AVE,Kitsilano,489357.1737,5457170.8916
Mischief,2021,8,27,8,55,18XX W 5TH AVE,Kitsilano,489357.1737,5457170.8916
Mischief,2012,12,17,12,30,18XX W 5TH AVE,Kitsilano,489367.4245,5457170.3589
Mischief,2003,11,12,7,45,18XX W 5TH AVE,Kitsilano,489373.3937,5457170.3412
Mischief,2016,12,22,16,44,18XX W 5TH AVE,Kitsilano,489382.9301,5457160.7624
Mischief,2003,3,23,19,20,18XX W 5TH AVE,Kitsilano,489395.5462,5457160.3973
Mischief,2015,2,24,16,15,18XX W 5TH AVE,Kitsilano,489395.5462,5457160.3973
Mischief,2019,1,16,15,18,18XX W 5TH AVE,Kitsilano,489395.5462,5457160.3973
Mischief,2021,3,2,10,24,18XX W 6TH AVE,Kitsilano,489250.8134,5457069.6716
Mischief,2007,1,19,6,0,18XX W 6TH AVE,Kitsilano,489271.1785,5457069.1627
Mischief,2010,7,17,17,0,18XX W 6TH AVE,Kitsilano,489271.1785,5457069.1627
Mischief,2010,8,6,17,0,18XX W 6TH AVE,Kitsilano,489271.1785,5457069.1627
Mischief,2004,3,8,17,30,18XX W 6TH AVE,Kitsilano,489282.6335,5457068.8767
Mischief,2011,4,10,22,30,18XX W 6TH AVE,Kitsilano,489298.5436,5457068.4793
Mischief,2020,8,13,18,30,18XX W 6TH AVE,Kitsilano,489365.366,5457066.8101
Mischief,2021,7,27,3,50,18XX W 6TH AVE,Kitsilano,489365.366,5457066.8101
Mischief,2003,11,12,21,30,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2006,1,17,20,0,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2006,1,17,23,0,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2006,6,13,2,45,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2007,3,20,23,0,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2007,10,15,23,0,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2014,4,20,22,0,18XX W 6TH AVE,Kitsilano,489367.5583,5457066.7551
Mischief,2003,4,15,16,0,18XX W 6TH AVE,Kitsilano,489397.4693,5457066.0079
Mischief,2003,12,11,19,30,18XX W 6TH AVE,Kitsilano,489397.4693,5457066.0079
Mischief,2003,7,4,23,46,18XX W 7TH AV,Kitsilano,489394.097,5456971.5624
Mischief,2006,12,2,23,20,18XX W 7TH AVE,Kitsilano,489242.5301,5456976.7138
Mischief,2018,8,6,22,15,18XX W 7TH AVE,Kitsilano,489258.9648,5456985.3045
Mischief,2014,2,5,1,1,18XX W 7TH AVE,Kitsilano,489273.8273,5456984.7565
Mischief,2021,5,17,17,45,18XX W 7TH AVE,Kitsilano,489320.9574,5456974.0216
Mischief,2005,9,4,21,10,18XX W 7TH AVE,Kitsilano,489323.1508,5456973.9737
Mischief,2015,3,6,9,42,18XX W 7TH AVE,Kitsilano,489323.1508,5456973.9737
Mischief,2020,10,9,20,0,18XX W 7TH AVE,Kitsilano,489356.0525,5456981.99
Mischief,2003,3,21,14,0,18XX W 7TH AVE,Kitsilano,489358.9345,5456981.9068
Mischief,2003,10,17,15,30,18XX W 7TH AVE,Kitsilano,489358.9345,5456981.9068
Mischief,2006,2,12,19,0,18XX W 7TH AVE,Kitsilano,489358.9345,5456981.9068
